トレード番号,タイプ,日時,シグナル,価格 USDT,ポジションサイズ（数量）,ポジションサイズ（金額）,純損益 USDT,純損益 %,最大順行幅 USDT,最大順行幅 %,最大逆行幅 USDT,最大逆行幅 %,累積損益 USDT,累積損益 %
1166,ショート決済,2025-07-11 07:00,Long,116465.3,1,110822.1,-5643.2,-5.09,372.1,0.34,-6677.9,-6.03,-11659.2,-1.17
1166,ショートエントリー,2025-07-10 22:00,Short,110822.1,1,110822.1,-5643.2,-5.09,372.1,0.34,-6677.9,-6.03,-11659.2,-1.17
1167,ロング決済,2025-07-12 02:00,Short,117408.5,1,116465.3,943.2,0.81,2397.6,2.06,-1275.7,-1.10,-10716,-1.07
1167,ロングエントリー,2025-07-11 07:00,Long,116465.3,1,116465.3,943.2,0.81,2397.6,2.06,-1275.7,-1.10,-10716,-1.07
1168,ショート決済,2025-07-13 21:00,Long,118029.2,1,117408.5,-620.7,-0.53,520.5,0.44,-758.6,-0.65,-11336.7,-1.13
1168,ショートエントリー,2025-07-12 02:00,Short,117408.5,1,117408.5,-620.7,-0.53,520.5,0.44,-758.6,-0.65,-11336.7,-1.13
1169,ロング決済,2025-07-15 00:00,Short,121178,1,118029.2,3148.8,2.67,5210.8,4.41,-94.2,-0.08,-8187.9,-0.82
1169,ロングエントリー,2025-07-13 21:00,Long,118029.2,1,118029.2,3148.8,2.67,5210.8,4.41,-94.2,-0.08,-8187.9,-0.82
1170,ショート決済,2025-07-15 23:00,Long,118066.4,1,121178,3111.6,2.57,4880.5,4.03,0,0.00,-5076.3,-0.51
1170,ショートエントリー,2025-07-15 00:00,Short,121178,1,121178,3111.6,2.57,4880.5,4.03,0,0.00,-5076.3,-0.51
1171,ロング決済,2025-07-17 09:00,Short,118602.4,1,118066.4,536,0.45,1976.7,1.67,-2379.4,-2.02,-4540.3,-0.45
1171,ロングエントリー,2025-07-15 23:00,Long,118066.4,1,118066.4,536,0.45,1976.7,1.67,-2379.4,-2.02,-4540.3,-0.45
1172,ショート決済,2025-07-18 04:00,Long,119575.4,1,118602.4,-973,-0.82,1180.4,1.00,-1172.4,-0.99,-5513.3,-0.55
1172,ショートエントリー,2025-07-17 09:00,Short,118602.4,1,118602.4,-973,-0.82,1180.4,1.00,-1172.4,-0.99,-5513.3,-0.55
1173,ロング決済,2025-07-18 18:00,Short,118653.2,1,119575.4,-922.2,-0.77,1369.6,1.15,-1214.8,-1.02,-6435.5,-0.64
1173,ロングエントリー,2025-07-18 04:00,Long,119575.4,1,119575.4,-922.2,-0.77,1369.6,1.15,-1214.8,-1.02,-6435.5,-0.64
1174,ショート決済,2025-07-19 15:00,Long,118177.1,1,118653.2,476.1,0.40,1871.5,1.58,-854,-0.72,-5959.4,-0.60
1174,ショートエントリー,2025-07-18 18:00,Short,118653.2,1,118653.2,476.1,0.40,1871.5,1.58,-854,-0.72,-5959.4,-0.60
1175,ロング決済,2025-07-20 10:00,Short,117909.8,1,118177.1,-267.3,-0.23,268.5,0.23,-914.9,-0.77,-6226.7,-0.62
1175,ロングエントリー,2025-07-19 15:00,Long,118177.1,1,118177.1,-267.3,-0.23,268.5,0.23,-914.9,-0.77,-6226.7,-0.62
1176,ショート決済,2025-07-20 23:00,Long,118373.6,1,117909.8,-463.8,-0.39,191.6,0.16,-464.9,-0.39,-6690.5,-0.67
1176,ショートエントリー,2025-07-20 10:00,Short,117909.8,1,117909.8,-463.8,-0.39,191.6,0.16,-464.9,-0.39,-6690.5,-0.67
1177,ロング決済,2025-07-21 08:00,Short,117441.2,1,118373.6,-932.4,-0.79,468.4,0.40,-1958.4,-1.65,-7622.9,-0.76
1177,ロングエントリー,2025-07-20 23:00,Long,118373.6,1,118373.6,-932.4,-0.79,468.4,0.40,-1958.4,-1.65,-7622.9,-0.76
1178,ショート決済,2025-07-21 16:00,Long,119156.2,1,117441.2,-1715,-1.46,967.5,0.82,-1792.8,-1.53,-9337.9,-0.93
1178,ショートエントリー,2025-07-21 08:00,Short,117441.2,1,117441.2,-1715,-1.46,967.5,0.82,-1792.8,-1.53,-9337.9,-0.93
1179,ロング決済,2025-07-22 03:00,Short,117810.8,1,119156.2,-1345.4,-1.13,516.7,0.43,-1853.2,-1.56,-10683.3,-1.07
1179,ロングエントリー,2025-07-21 16:00,Long,119156.2,1,119156.2,-1345.4,-1.13,516.7,0.43,-1853.2,-1.56,-10683.3,-1.07
1180,ショート決済,2025-07-22 19:00,Long,118361,1,117810.8,-550.2,-0.47,1787.2,1.52,-804.6,-0.68,-11233.5,-1.12
1180,ショートエントリー,2025-07-22 03:00,Short,117810.8,1,117810.8,-550.2,-0.47,1787.2,1.52,-804.6,-0.68,-11233.5,-1.12
1181,ロング決済,2025-07-23 13:00,Short,118627.7,1,118361,266.7,0.23,1930.1,1.63,-834.1,-0.70,-10966.8,-1.10
1181,ロングエントリー,2025-07-22 19:00,Long,118361,1,118361,266.7,0.23,1930.1,1.63,-834.1,-0.70,-10966.8,-1.10
1182,ショート決済,2025-07-24 10:00,Long,119014.4,1,118627.7,-386.7,-0.33,1361.8,1.15,-455.4,-0.38,-11353.5,-1.14
1182,ショートエントリー,2025-07-23 13:00,Short,118627.7,1,118627.7,-386.7,-0.33,1361.8,1.15,-455.4,-0.38,-11353.5,-1.14
1183,ロング決済,2025-07-25 10:00,Short,117630.1,1,119014.4,-1384.3,-1.16,416,0.35,-1962.3,-1.65,-12737.8,-1.27
1183,ロングエントリー,2025-07-24 10:00,Long,119014.4,1,119014.4,-1384.3,-1.16,416,0.35,-1962.3,-1.65,-12737.8,-1.27
1184,ショート決済,2025-07-26 04:00,Long,116450.1,1,117630.1,1180,1.00,2954.8,2.51,-134,-0.11,-11557.8,-1.16
1184,ショートエントリー,2025-07-25 10:00,Short,117630.1,1,117630.1,1180,1.00,2954.8,2.51,-134,-0.11,-11557.8,-1.16
1185,ロング決済,2025-07-27 19:00,Short,117918.4,1,116450.1,1468.3,1.26,1968.3,1.69,-84.4,-0.07,-10089.5,-1.01
1185,ロングエントリー,2025-07-26 04:00,Long,116450.1,1,116450.1,1468.3,1.26,1968.3,1.69,-84.4,-0.07,-10089.5,-1.01
1186,ショート決済,2025-07-28 02:00,Long,119078.5,1,117918.4,-1160.1,-0.98,58.4,0.05,-1617.6,-1.37,-11249.6,-1.12
1186,ショートエントリー,2025-07-27 19:00,Short,117918.4,1,117918.4,-1160.1,-0.98,58.4,0.05,-1617.6,-1.37,-11249.6,-1.12
1187,ロング決済,2025-07-28 21:00,Short,118815.3,1,119078.5,-263.2,-0.22,732.8,0.62,-600.5,-0.50,-11512.8,-1.15
1187,ロングエントリー,2025-07-28 02:00,Long,119078.5,1,119078.5,-263.2,-0.22,732.8,0.62,-600.5,-0.50,-11512.8,-1.15
1188,ショート決済,2025-07-29 13:00,Long,118723.8,1,118815.3,91.5,0.08,1415.3,1.19,-269.7,-0.23,-11421.3,-1.14
1188,ショートエントリー,2025-07-28 21:00,Short,118815.3,1,118815.3,91.5,0.08,1415.3,1.19,-269.7,-0.23,-11421.3,-1.14
1189,ロング決済,2025-07-30 04:00,Short,117556.2,1,118723.8,-1167.6,-0.98,518.5,0.44,-1793.8,-1.51,-12588.9,-1.26
1189,ロングエントリー,2025-07-29 13:00,Long,118723.8,1,118723.8,-1167.6,-0.98,518.5,0.44,-1793.8,-1.51,-12588.9,-1.26
1190,ショート決済,2025-07-30 17:00,Long,118072.4,1,117556.2,-516.2,-0.44,504,0.43,-812.7,-0.69,-13105.1,-1.31
1190,ショートエントリー,2025-07-30 04:00,Short,117556.2,1,117556.2,-516.2,-0.44,504,0.43,-812.7,-0.69,-13105.1,-1.31
1191,ロング決済,2025-07-31 04:00,Short,116475.4,1,118072.4,-1597,-1.35,687.2,0.58,-1621.9,-1.37,-14702.1,-1.47
1191,ロングエントリー,2025-07-30 17:00,Long,118072.4,1,118072.4,-1597,-1.35,687.2,0.58,-1621.9,-1.37,-14702.1,-1.47
1192,ショート決済,2025-07-31 13:00,Long,118415.5,1,116475.4,-1940.1,-1.67,745.6,0.64,-2088.5,-1.79,-16642.2,-1.66
1192,ショートエントリー,2025-07-31 04:00,Short,116475.4,1,116475.4,-1940.1,-1.67,745.6,0.64,-2088.5,-1.79,-16642.2,-1.66
1193,ロング決済,2025-08-01 05:00,Short,116728.1,1,118415.5,-1687.4,-1.42,484.5,0.41,-1714.1,-1.45,-18329.6,-1.83
1193,ロングエントリー,2025-07-31 13:00,Long,118415.5,1,118415.5,-1687.4,-1.42,484.5,0.41,-1714.1,-1.45,-18329.6,-1.83
1194,ショート決済,2025-08-02 02:00,Long,114958.7,1,116728.1,1769.4,1.52,2813.2,2.41,-202.9,-0.17,-16560.2,-1.66
1194,ショートエントリー,2025-08-01 05:00,Short,116728.1,1,116728.1,1769.4,1.52,2813.2,2.41,-202.9,-0.17,-16560.2,-1.66
1195,ロング決済,2025-08-03 09:00,Short,112508.5,1,114958.7,-2450.2,-2.13,83.9,0.07,-3018.8,-2.63,-19010.4,-1.90
1195,ロングエントリー,2025-08-02 02:00,Long,114958.7,1,114958.7,-2450.2,-2.13,83.9,0.07,-3018.8,-2.63,-19010.4,-1.90
1196,ショート決済,2025-08-03 11:00,Long,113047,1,112508.5,-538.5,-0.48,643.5,0.57,-710.5,-0.63,-19548.9,-1.95
1196,ショートエントリー,2025-08-03 09:00,Short,112508.5,1,112508.5,-538.5,-0.48,643.5,0.57,-710.5,-0.63,-19548.9,-1.95
1197,ロング決済,2025-08-04 09:00,Short,114151.3,1,113047,1104.3,0.98,1686.6,1.49,-12.5,-0.01,-18444.6,-1.84
1197,ロングエントリー,2025-08-03 11:00,Long,113047,1,113047,1104.3,0.98,1686.6,1.49,-12.5,-0.01,-18444.6,-1.84
1198,ショート決済,2025-08-06 12:00,Long,113582.6,1,114151.3,568.7,0.50,1551.3,1.36,-1533.2,-1.34,-17875.9,-1.79
1198,ショートエントリー,2025-08-04 09:00,Short,114151.3,1,114151.3,568.7,0.50,1551.3,1.36,-1533.2,-1.34,-17875.9,-1.79
1199,ロング決済,2025-08-07 17:00,Short,114749.2,1,113582.6,1166.6,1.03,2092.4,1.84,-273.6,-0.24,-16709.3,-1.67
1199,ロングエントリー,2025-08-06 12:00,Long,113582.6,1,113582.6,1166.6,1.03,2092.4,1.84,-273.6,-0.24,-16709.3,-1.67
1200,ショート決済,2025-08-08 04:00,Long,116513.4,1,114749.2,-1764.2,-1.54,0,0.00,-2011.8,-1.75,-18473.5,-1.85
1200,ショートエントリー,2025-08-07 17:00,Short,114749.2,1,114749.2,-1764.2,-1.54,0,0.00,-2011.8,-1.75,-18473.5,-1.85
1201,ロング決済,2025-08-08 16:00,Short,116699.9,1,116513.4,186.5,0.16,1064.6,0.91,-153.4,-0.13,-18287,-1.83
1201,ロングエントリー,2025-08-08 04:00,Long,116513.4,1,116513.4,186.5,0.16,1064.6,0.91,-153.4,-0.13,-18287,-1.83
1202,ショート決済,2025-08-09 20:00,Long,117389.2,1,116699.9,-689.3,-0.59,826.2,0.71,-1188.1,-1.02,-18976.3,-1.90
1202,ショートエントリー,2025-08-08 16:00,Short,116699.9,1,116699.9,-689.3,-0.59,826.2,0.71,-1188.1,-1.02,-18976.3,-1.90
1203,ロング決済,2025-08-10 05:00,Short,116508.1,1,117389.2,-881.1,-0.75,31.3,0.03,-915.7,-0.78,-19857.4,-1.99
1203,ロングエントリー,2025-08-09 20:00,Long,117389.2,1,117389.2,-881.1,-0.75,31.3,0.03,-915.7,-0.78,-19857.4,-1.99
1204,ショート決済,2025-08-10 12:00,Long,117273.4,1,116508.1,-765.3,-0.66,160.8,0.14,-765.5,-0.66,-20622.7,-2.06
1204,ショートエントリー,2025-08-10 05:00,Short,116508.1,1,116508.1,-765.3,-0.66,160.8,0.14,-765.5,-0.66,-20622.7,-2.06
1205,ロング決済,2025-08-12 00:00,Short,120200.1,1,117273.4,2926.7,2.50,5053.3,4.31,-80.2,-0.07,-17696,-1.77
1205,ロングエントリー,2025-08-10 12:00,Long,117273.4,1,117273.4,2926.7,2.50,5053.3,4.31,-80.2,-0.07,-17696,-1.77
1206,ショート決済,2025-08-12 19:00,Long,118348.1,1,120200.1,1852,1.54,2149.3,1.79,-560.2,-0.47,-15844,-1.58
1206,ショートエントリー,2025-08-12 00:00,Short,120200.1,1,120200.1,1852,1.54,2149.3,1.79,-560.2,-0.47,-15844,-1.58
1207,ロング決済,2025-08-14 17:00,Short,121752.5,1,118348.1,3404.4,2.88,6191.3,5.23,-204.4,-0.17,-12439.6,-1.24
1207,ロングエントリー,2025-08-12 19:00,Long,118348.1,1,118348.1,3404.4,2.88,6191.3,5.23,-204.4,-0.17,-12439.6,-1.24
1208,ショート決済,2025-08-15 17:00,Long,118912.7,1,121752.5,2839.8,2.33,4658.1,3.83,-299.3,-0.25,-9599.8,-0.96
1208,ショートエントリー,2025-08-14 17:00,Short,121752.5,1,121752.5,2839.8,2.33,4658.1,3.83,-299.3,-0.25,-9599.8,-0.96
1209,ロング決済,2025-08-17 09:00,Short,117335.5,1,118912.7,-1577.2,-1.33,196.4,0.17,-2262.7,-1.90,-11177,-1.12
1209,ロングエントリー,2025-08-15 17:00,Long,118912.7,1,118912.7,-1577.2,-1.33,196.4,0.17,-2262.7,-1.90,-11177,-1.12
1210,ショート決済,2025-08-19 02:00,Long,115902.2,1,117335.5,1433.3,1.22,2730.5,2.33,-1199.9,-1.02,-9743.7,-0.97
1210,ショートエントリー,2025-08-17 09:00,Short,117335.5,1,117335.5,1433.3,1.22,2730.5,2.33,-1199.9,-1.02,-9743.7,-0.97
1211,ロング決済,2025-08-19 23:00,Short,115145,1,115902.2,-757.2,-0.65,1035,0.89,-1592.1,-1.37,-10500.9,-1.05
1211,ロングエントリー,2025-08-19 02:00,Long,115902.2,1,115902.2,-757.2,-0.65,1035,0.89,-1592.1,-1.37,-10500.9,-1.05
1212,ショート決済,2025-08-20 14:00,Long,113575.2,1,115145,1569.8,1.36,2640.1,2.29,-180.4,-0.16,-8931.1,-0.89
1212,ショートエントリー,2025-08-19 23:00,Short,115145,1,115145,1569.8,1.36,2640.1,2.29,-180.4,-0.16,-8931.1,-0.89
1213,ロング決済,2025-08-21 15:00,Short,113951.9,1,113575.2,376.7,0.33,1184.8,1.04,-1255.2,-1.11,-8554.4,-0.86
1213,ロングエントリー,2025-08-20 14:00,Long,113575.2,1,113575.2,376.7,0.33,1184.8,1.04,-1255.2,-1.11,-8554.4,-0.86
1214,ショート決済,2025-08-22 12:00,Long,113095.2,1,113951.9,856.7,0.75,1985.7,1.74,0,0.00,-7697.7,-0.77
1214,ショートエントリー,2025-08-21 15:00,Short,113951.9,1,113951.9,856.7,0.75,1985.7,1.74,0,0.00,-7697.7,-0.77
1215,ロング決済,2025-08-23 19:00,Short,115742.6,1,113095.2,2647.4,2.34,4286.2,3.79,-1464.2,-1.29,-5050.3,-0.51
1215,ロングエントリー,2025-08-22 12:00,Long,113095.2,1,113095.2,2647.4,2.34,4286.2,3.79,-1464.2,-1.29,-5050.3,-0.51
1216,ショート決済,2025-08-26 01:00,Long,112131.2,1,115742.6,3611.4,3.12,5208.9,4.50,-8.9,-0.01,-1438.9,-0.14
1216,ショートエントリー,2025-08-23 19:00,Short,115742.6,1,115742.6,3611.4,3.12,5208.9,4.50,-8.9,-0.01,-1438.9,-0.14
1217,ロング決済,2025-08-28 06:00,Short,112360,1,112131.2,228.8,0.20,758.8,0.68,-3515.5,-3.14,-1210.1,-0.12
1217,ロングエントリー,2025-08-26 01:00,Long,112131.2,1,112131.2,228.8,0.20,758.8,0.68,-3515.5,-3.14,-1210.1,-0.12
1218,ショート決済,2025-08-28 13:00,Long,111953.1,1,112360,406.9,0.36,1545.3,1.38,-40.9,-0.04,-803.2,-0.08
1218,ショートエントリー,2025-08-28 06:00,Short,112360,1,112360,406.9,0.36,1545.3,1.38,-40.9,-0.04,-803.2,-0.08
1219,ロング決済,2025-08-29 02:00,Short,112284.7,1,111953.1,331.6,0.30,1478.6,1.32,-43.2,-0.04,-471.6,-0.05
1219,ロングエントリー,2025-08-28 13:00,Long,111953.1,1,111953.1,331.6,0.30,1478.6,1.32,-43.2,-0.04,-471.6,-0.05
1220,ショート決済,2025-08-30 13:00,Long,108374,1,112284.7,3910.7,3.48,4983.6,4.44,-387.8,-0.35,3439.1,0.34
1220,ショートエントリー,2025-08-29 02:00,Short,112284.7,1,112284.7,3910.7,3.48,4983.6,4.44,-387.8,-0.35,3439.1,0.34
1221,ロング決済,2025-08-31 23:00,Short,108383,1,108374,9,0.01,1054.4,0.97,-303.6,-0.28,3448.1,0.34
1221,ロングエントリー,2025-08-30 13:00,Long,108374,1,108374,9,0.01,1054.4,0.97,-303.6,-0.28,3448.1,0.34
1222,ショート決済,2025-09-01 17:00,Long,109375,1,108383,-992,-0.92,1171,1.08,-992,-0.92,2456.1,0.25
1222,ショートエントリー,2025-08-31 23:00,Short,108383,1,108383,-992,-0.92,1171,1.08,-992,-0.92,2456.1,0.25
1223,ロング決済,2025-09-03 12:00,Short,111325.4,1,109375,1950.4,1.78,2351.4,2.15,-1965,-1.80,4406.5,0.44
1223,ロングエントリー,2025-09-01 17:00,Long,109375,1,109375,1950.4,1.78,2351.4,2.15,-1965,-1.80,4406.5,0.44
1224,ショート決済,2025-09-04 04:00,Long,111955.3,1,111325.4,-629.9,-0.57,836.5,0.75,-1201.8,-1.08,3776.6,0.38
1224,ショートエントリー,2025-09-03 12:00,Short,111325.4,1,111325.4,-629.9,-0.57,836.5,0.75,-1201.8,-1.08,3776.6,0.38
1225,ロング決済,2025-09-04 13:00,Short,111102.3,1,111955.3,-853,-0.76,246.1,0.22,-862,-0.77,2923.6,0.29
1225,ロングエントリー,2025-09-04 04:00,Long,111955.3,1,111955.3,-853,-0.76,246.1,0.22,-862,-0.77,2923.6,0.29
1226,ショート決済,2025-09-05 07:00,Long,110440.6,1,111102.3,661.7,0.60,1799.8,1.62,-184.4,-0.17,3585.3,0.36
1226,ショートエントリー,2025-09-04 13:00,Short,111102.3,1,111102.3,661.7,0.60,1799.8,1.62,-184.4,-0.17,3585.3,0.36
1227,ロング決済,2025-09-06 03:00,Short,110571.4,1,110440.6,130.8,0.12,2900.7,2.63,-264.5,-0.24,3716.1,0.37
1227,ロングエントリー,2025-09-05 07:00,Long,110440.6,1,110440.6,130.8,0.12,2900.7,2.63,-264.5,-0.24,3716.1,0.37
1228,ショート決済,2025-09-07 02:00,Long,110214.9,1,110571.4,356.5,0.32,651.9,0.59,-1071.8,-0.97,4072.6,0.41
1228,ショートエントリー,2025-09-06 03:00,Short,110571.4,1,110571.4,356.5,0.32,651.9,0.59,-1071.8,-0.97,4072.6,0.41
1229,ロング決済,2025-09-08 10:00,Short,110785.2,1,110214.9,570.3,0.52,1346.2,1.22,-268.3,-0.24,4642.9,0.46
1229,ロングエントリー,2025-09-07 02:00,Long,110214.9,1,110214.9,570.3,0.52,1346.2,1.22,-268.3,-0.24,4642.9,0.46
1230,ショート決済,2025-09-08 22:00,Long,112000,1,110785.2,-1214.8,-1.10,216.6,0.20,-1357.2,-1.23,3428.1,0.34
1230,ショートエントリー,2025-09-08 10:00,Short,110785.2,1,110785.2,-1214.8,-1.10,216.6,0.20,-1357.2,-1.23,3428.1,0.34
1231,ロング決済,2025-09-09 10:00,Short,111616.4,1,112000,-383.6,-0.34,850,0.76,-590.8,-0.53,3044.5,0.30
1231,ロングエントリー,2025-09-08 22:00,Long,112000,1,112000,-383.6,-0.34,850,0.76,-590.8,-0.53,3044.5,0.30
1232,ショート決済,2025-09-10 21:00,Long,112258,1,111616.4,-641.6,-0.57,886.3,0.79,-1620.7,-1.45,2402.9,0.24
1232,ショートエントリー,2025-09-09 10:00,Short,111616.4,1,111616.4,-641.6,-0.57,886.3,0.79,-1620.7,-1.45,2402.9,0.24
1233,ロング決済,2025-09-11 19:00,Short,113847.6,1,112258,1589.6,1.42,2162,1.93,0,0.00,3992.5,0.40
1233,ロングエントリー,2025-09-10 21:00,Long,112258,1,112258,1589.6,1.42,2162,1.93,0,0.00,3992.5,0.40
1234,ショート決済,2025-09-12 11:00,Long,115321.1,1,113847.6,-1473.5,-1.29,479.6,0.42,-2418.3,-2.12,2519,0.25
1234,ショートエントリー,2025-09-11 19:00,Short,113847.6,1,113847.6,-1473.5,-1.29,479.6,0.42,-2418.3,-2.12,2519,0.25
1235,ロング決済,2025-09-12 23:00,Short,115109.2,1,115321.1,-211.9,-0.18,290.5,0.25,-619.4,-0.54,2307.1,0.23
1235,ロングエントリー,2025-09-12 11:00,Long,115321.1,1,115321.1,-211.9,-0.18,290.5,0.25,-619.4,-0.54,2307.1,0.23
1236,ショート決済,2025-09-13 14:00,Long,115654.4,1,115109.2,-545.2,-0.47,297.2,0.26,-1480.2,-1.29,1761.9,0.18
1236,ショートエントリー,2025-09-12 23:00,Short,115109.2,1,115109.2,-545.2,-0.47,297.2,0.26,-1480.2,-1.29,1761.9,0.18
1237,ロング決済,2025-09-13 22:00,Short,115952.6,1,115654.4,298.2,0.26,474.8,0.41,-37,-0.03,2060.1,0.21
1237,ロングエントリー,2025-09-13 14:00,Long,115654.4,1,115654.4,298.2,0.26,474.8,0.41,-37,-0.03,2060.1,0.21
1238,ショート決済,2025-09-14 09:00,Long,115870.6,1,115952.6,82,0.07,861.6,0.74,-0.1,0.00,2142.1,0.21
1238,ショートエントリー,2025-09-13 22:00,Short,115952.6,1,115952.6,82,0.07,861.6,0.74,-0.1,0.00,2142.1,0.21
1239,ロング決済,2025-09-15 04:00,Short,115332.1,1,115870.6,-538.5,-0.46,247.5,0.21,-756.6,-0.65,1603.6,0.16
1239,ロングエントリー,2025-09-14 09:00,Long,115870.6,1,115870.6,-538.5,-0.46,247.5,0.21,-756.6,-0.65,1603.6,0.16
1240,ショート決済,2025-09-15 14:00,Long,115995.1,1,115332.1,-663,-0.57,557.8,0.48,-773.9,-0.67,940.6,0.09
1240,ショートエントリー,2025-09-15 04:00,Short,115332.1,1,115332.1,-663,-0.57,557.8,0.48,-773.9,-0.67,940.6,0.09
1241,ロング決済,2025-09-15 18:00,Short,114714.2,1,115995.1,-1280.9,-1.10,716.6,0.62,-1336.8,-1.15,-340.3,-0.03
1241,ロングエントリー,2025-09-15 14:00,Long,115995.1,1,115995.1,-1280.9,-1.10,716.6,0.62,-1336.8,-1.15,-340.3,-0.03
1242,ショート決済,2025-09-16 11:00,Long,114968.1,1,114714.2,-253.9,-0.22,394.2,0.34,-840.8,-0.73,-594.2,-0.06
1242,ショートエントリー,2025-09-15 18:00,Short,114714.2,1,114714.2,-253.9,-0.22,394.2,0.34,-840.8,-0.73,-594.2,-0.06
1243,ロング決済,2025-09-18 00:00,Short,115576.7,1,114968.1,608.6,0.53,2268.4,1.97,-283.3,-0.25,14.4,0.00
1243,ロングエントリー,2025-09-16 11:00,Long,114968.1,1,114968.1,608.6,0.53,2268.4,1.97,-283.3,-0.25,14.4,0.00
1244,ショート決済,2025-09-18 12:00,Long,116881.6,1,115576.7,-1304.9,-1.13,907.7,0.79,-1352.3,-1.17,-1290.5,-0.13
1244,ショートエントリー,2025-09-18 00:00,Short,115576.7,1,115576.7,-1304.9,-1.13,907.7,0.79,-1352.3,-1.17,-1290.5,-0.13
1245,ロング決済,2025-09-19 06:00,Short,117462.1,1,116881.6,580.5,0.50,973.9,0.83,-47.8,-0.04,-710,-0.07
1245,ロングエントリー,2025-09-18 12:00,Long,116881.6,1,116881.6,580.5,0.50,973.9,0.83,-47.8,-0.04,-710,-0.07
1246,ショート決済,2025-09-20 14:00,Long,115520.7,1,117462.1,1941.4,1.65,2402.8,2.05,0,0.00,1231.4,0.12
1246,ショートエントリー,2025-09-19 06:00,Short,117462.1,1,117462.1,1941.4,1.65,2402.8,2.05,0,0.00,1231.4,0.12
1247,ロング決済,2025-09-21 09:00,Short,115633.9,1,115520.7,113.2,0.10,541.9,0.47,-59.6,-0.05,1344.6,0.13
1247,ロングエントリー,2025-09-20 14:00,Long,115520.7,1,115520.7,113.2,0.10,541.9,0.47,-59.6,-0.05,1344.6,0.13
1248,ショート決済,2025-09-23 11:00,Long,112107.5,1,115633.9,3526.4,3.05,4084.6,3.53,-131.8,-0.11,4871,0.49
1248,ショートエントリー,2025-09-21 09:00,Short,115633.9,1,115633.9,3526.4,3.05,4084.6,3.53,-131.8,-0.11,4871,0.49
1249,ロング決済,2025-09-25 13:00,Short,112507.1,1,112107.5,399.6,0.36,1781,1.59,-1094.5,-0.98,5270.6,0.53
1249,ロングエントリー,2025-09-23 11:00,Long,112107.5,1,112107.5,399.6,0.36,1781,1.59,-1094.5,-0.98,5270.6,0.53
1250,ショート決済,2025-09-26 13:00,Long,109537.2,1,112507.1,2969.9,2.64,3929.4,3.49,-71.6,-0.06,8240.5,0.82
1250,ショートエントリー,2025-09-25 13:00,Short,112507.1,1,112507.1,2969.9,2.64,3929.4,3.49,-71.6,-0.06,8240.5,0.82
1251,ロング決済,2025-09-28 04:00,Short,109375.9,1,109537.2,-161.3,-0.15,707.7,0.65,-959.6,-0.88,8079.2,0.81
1251,ロングエントリー,2025-09-26 13:00,Long,109537.2,1,109537.2,-161.3,-0.15,707.7,0.65,-959.6,-0.88,8079.2,0.81
1252,ショート決済,2025-09-28 08:00,Long,109546.7,1,109375.9,-170.8,-0.16,67.6,0.06,-275.5,-0.25,7908.4,0.79
1252,ショートエントリー,2025-09-28 04:00,Short,109375.9,1,109375.9,-170.8,-0.16,67.6,0.06,-275.5,-0.25,7908.4,0.79
1253,ロング決済,2025-09-30 08:00,Short,114123,1,109546.7,4576.3,4.18,4801.1,4.38,-410.5,-0.37,12484.7,1.25
1253,ロングエントリー,2025-09-28 08:00,Long,109546.7,1,109546.7,4576.3,4.18,4801.1,4.38,-410.5,-0.37,12484.7,1.25
1254,ショート決済,2025-09-30 13:00,Long,114312.2,1,114123,-189.2,-0.17,149.3,0.13,-619.4,-0.54,12295.5,1.23
1254,ショートエントリー,2025-09-30 08:00,Short,114123,1,114123,-189.2,-0.17,149.3,0.13,-619.4,-0.54,12295.5,1.23
1255,ロング決済,2025-09-30 15:00,Short,113862,1,114312.2,-450.2,-0.39,0,0.00,-537.2,-0.47,11845.3,1.18
1255,ロングエントリー,2025-09-30 13:00,Long,114312.2,1,114312.2,-450.2,-0.39,0,0.00,-537.2,-0.47,11845.3,1.18
1256,ショート決済,2025-10-01 11:00,Long,114488,1,113862,-626,-0.55,1232,1.08,-838,-0.74,11219.3,1.12
1256,ショートエントリー,2025-09-30 15:00,Short,113862,1,113862,-626,-0.55,1232,1.08,-838,-0.74,11219.3,1.12
1257,ロング決済,2025-10-02 17:00,Short,118444,1,114488,3956,3.46,4935.9,4.31,-450.2,-0.39,15175.3,1.52
1257,ロングエントリー,2025-10-01 11:00,Long,114488,1,114488,3956,3.46,4935.9,4.31,-450.2,-0.39,15175.3,1.52
1258,ショート決済,2025-10-03 06:00,Long,120599,1,118444,-2155,-1.82,133.5,0.11,-2544.9,-2.15,13020.3,1.30
1258,ショートエントリー,2025-10-02 17:00,Short,118444,1,118444,-2155,-1.82,133.5,0.11,-2544.9,-2.15,13020.3,1.30
1259,ロング決済,2025-10-03 11:00,Short,119832.2,1,120599,-766.8,-0.64,125.2,0.10,-822,-0.68,12253.5,1.23
1259,ロングエントリー,2025-10-03 06:00,Long,120599,1,120599,-766.8,-0.64,125.2,0.10,-822,-0.68,12253.5,1.23
1260,ショート決済,2025-10-04 02:00,Long,122524.9,1,119832.2,-2692.7,-2.25,623.6,0.52,-4032.3,-3.36,9560.8,0.96
1260,ショートエントリー,2025-10-03 11:00,Short,119832.2,1,119832.2,-2692.7,-2.25,623.6,0.52,-4032.3,-3.36,9560.8,0.96
