トレード番号,タイプ,日時,シグナル,価格 USDT,ポジションサイズ（数量）,ポジションサイズ（金額）,純損益 USDT,純損益 %,最大順行幅 USDT,最大順行幅 %,最大逆行幅 USDT,最大逆行幅 %,累積損益 USDT,累積損益 %
432,ショートエントリー,2024-09-08 18:00,ShortEnt,54410.3,1,54410.3,-226.59,-0.42,0,0.00,-224.45,-0.41,-22213.73,-2.22
433,ショート決済,2024-09-09 06:00,Close entry(s) order ShortEnt,54427.5,1,54379,-113.78,-0.21,194.97,0.36,-241.23,-0.44,-22327.52,-2.23
433,ショートエントリー,2024-09-09 03:00,ShortEnt,54379,1,54379,-113.78,-0.21,194.97,0.36,-241.23,-0.44,-22327.52,-2.23
434,ロング決済,2024-09-10 07:00,Close entry(s) order LongEnt,57190,1,55343.9,1778.58,3.21,2734.39,4.94,-72.11,-0.13,-20548.94,-2.05
434,ロングエントリー,2024-09-10 00:00,LongEnt,55343.9,1,55343.9,1778.58,3.21,2734.39,4.94,-72.11,-0.13,-20548.94,-2.05
435,ショート決済,2024-09-11 21:00,Close entry(s) order ShortEnt,56705.2,1,57013.1,239.67,0.42,946.59,1.66,-1021.11,-1.79,-20309.27,-2.03
435,ショートエントリー,2024-09-10 17:00,ShortEnt,57013.1,1,57013.1,239.67,0.42,946.59,1.66,-1021.11,-1.79,-20309.27,-2.03
436,ロング決済,2024-09-13 00:00,Close entry(s) order LongEnt,57457.6,1,58017.9,-629.59,-1.08,485.09,0.84,-752.71,-1.30,-20938.85,-2.09
436,ロングエントリー,2024-09-12 20:00,LongEnt,58017.9,1,58017.9,-629.59,-1.08,485.09,0.84,-752.71,-1.30,-20938.85,-2.09
437,ショート決済,2024-09-14 02:00,Close entry(s) order ShortEnt,59532.2,1,58132.7,-1470.1,-2.53,510.22,0.88,-1835.38,-3.16,-22408.95,-2.24
437,ショートエントリー,2024-09-13 03:00,ShortEnt,58132.7,1,58132.7,-1470.1,-2.53,510.22,0.88,-1835.38,-3.16,-22408.95,-2.24
438,ロング決済,2024-09-14 19:00,Close entry(s) order LongEnt,59806.2,1,60098.8,-364.54,-0.61,0,0.00,-394.76,-0.66,-22773.49,-2.28
438,ロングエントリー,2024-09-14 16:00,LongEnt,60098.8,1,60098.8,-364.54,-0.61,0,0.00,-394.76,-0.66,-22773.49,-2.28
439,ショート決済,2024-09-15 15:00,Close entry(s) order ShortEnt,60129.1,1,59952.3,-248.85,-0.41,0,0.00,-320.67,-0.53,-23022.34,-2.30
439,ショートエントリー,2024-09-15 08:00,ShortEnt,59952.3,1,59952.3,-248.85,-0.41,0,0.00,-320.67,-0.53,-23022.34,-2.30
440,ロング決済,2024-09-16 06:00,Close entry(s) order LongEnt,59618.2,1,59939.5,-393.03,-0.66,393.54,0.66,-541.36,-0.90,-23415.38,-2.34
440,ロングエントリー,2024-09-15 19:00,LongEnt,59939.5,1,59939.5,-393.03,-0.66,393.54,0.66,-541.36,-0.90,-23415.38,-2.34
441,ロング決済,2024-09-18 06:00,Close entry(s) order LongEnt,60286.7,1,58135.8,2079.85,3.58,3144.82,5.41,-603.48,-1.04,-21335.53,-2.13
441,ロングエントリー,2024-09-17 02:00,LongEnt,58135.8,1,58135.8,2079.85,3.58,3144.82,5.41,-603.48,-1.04,-21335.53,-2.13
442,ショート決済,2024-09-21 17:00,Close entry(s) order ShortEnt,63007.6,1,63806.7,723.01,1.13,1448.42,2.27,-235.88,-0.37,-20612.52,-2.06
442,ショートエントリー,2024-09-20 13:00,ShortEnt,63806.7,1,63806.7,723.01,1.13,1448.42,2.27,-235.88,-0.37,-20612.52,-2.06
443,ロング決済,2024-09-22 14:00,Close entry(s) order LongEnt,62916.1,1,63196.3,-355.87,-0.56,310.98,0.49,-430.12,-0.68,-20968.39,-2.10
443,ロングエントリー,2024-09-22 07:00,LongEnt,63196.3,1,63196.3,-355.87,-0.56,310.98,0.49,-430.12,-0.68,-20968.39,-2.10
444,ショート決済,2024-09-23 05:00,Close entry(s) order ShortEnt,63180,1,62939.8,-315.87,-0.50,122.34,0.19,-397.96,-0.63,-21284.26,-2.13
444,ショートエントリー,2024-09-23 03:00,ShortEnt,62939.8,1,62939.8,-315.87,-0.50,122.34,0.19,-397.96,-0.63,-21284.26,-2.13
445,ショート決済,2024-09-29 04:00,Close entry(s) order ShortEnt,65699.8,1,65318.1,-460.31,-0.70,45.41,0.07,-1172.39,-1.79,-21744.57,-2.17
445,ショートエントリー,2024-09-27 15:00,ShortEnt,65318.1,1,65318.1,-460.31,-0.70,45.41,0.07,-1172.39,-1.79,-21744.57,-2.17
446,ロング決済,2024-09-30 09:00,Close entry(s) order LongEnt,65440.3,1,65531.9,-170.18,-0.26,495.28,0.76,-500.62,-0.76,-21914.75,-2.19
446,ロングエントリー,2024-09-29 17:00,LongEnt,65531.9,1,65531.9,-170.18,-0.26,495.28,0.76,-500.62,-0.76,-21914.75,-2.19
447,ロング決済,2024-10-02 01:00,Close entry(s) order LongEnt,62432.8,1,62839.2,-481.56,-0.77,191.3,0.30,-1069.3,-1.70,-22396.32,-2.24
447,ロングエントリー,2024-10-01 22:00,LongEnt,62839.2,1,62839.2,-481.56,-0.77,191.3,0.30,-1069.3,-1.70,-22396.32,-2.24
448,ショート決済,2024-10-02 19:00,Close entry(s) order ShortEnt,61172.2,1,61473.2,227.41,0.37,324.42,0.53,-484.88,-0.79,-22168.9,-2.22
448,ショートエントリー,2024-10-02 13:00,ShortEnt,61473.2,1,61473.2,227.41,0.37,324.42,0.53,-484.88,-0.79,-22168.9,-2.22
449,ロング決済,2024-10-03 20:00,Close entry(s) order LongEnt,60742.7,1,61143.1,-473.53,-0.77,1180.21,1.93,-1223.69,-2.00,-22642.43,-2.26
449,ロングエントリー,2024-10-02 20:00,LongEnt,61143.1,1,61143.1,-473.53,-0.77,1180.21,1.93,-1223.69,-2.00,-22642.43,-2.26
450,ショート決済,2024-10-04 06:00,Close entry(s) order ShortEnt,60788,1,60756.2,-104.73,-0.17,136.85,0.23,-220.25,-0.36,-22747.16,-2.27
450,ショートエントリー,2024-10-04 05:00,ShortEnt,60756.2,1,60756.2,-104.73,-0.17,136.85,0.23,-220.25,-0.36,-22747.16,-2.27
451,ショート決済,2024-10-04 13:00,Close entry(s) order ShortEnt,60971.7,1,60725,-319.72,-0.53,248.97,0.41,-561.53,-0.92,-23066.88,-2.31
451,ショートエントリー,2024-10-04 08:00,ShortEnt,60725,1,60725,-319.72,-0.53,248.97,0.41,-561.53,-0.92,-23066.88,-2.31
452,ショート決済,2024-10-06 12:00,Close entry(s) order ShortEnt,61856,1,62064.1,133.75,0.22,368.76,0.59,-323.34,-0.52,-22933.13,-2.29
452,ショートエントリー,2024-10-05 08:00,ShortEnt,62064.1,1,62064.1,133.75,0.22,368.76,0.59,-323.34,-0.52,-22933.13,-2.29
453,ロング決済,2024-10-07 17:00,Close entry(s) order LongEnt,63520.9,1,62588.1,857.13,1.37,1314.45,2.10,-37.65,-0.06,-22076,-2.21
453,ロングエントリー,2024-10-07 07:00,LongEnt,62588.1,1,62588.1,857.13,1.37,1314.45,2.10,-37.65,-0.06,-22076,-2.21
454,ロング決済,2024-10-09 21:00,Close entry(s) order LongEnt,61955.2,1,62219.2,-338.5,-0.54,286.37,0.46,-520.53,-0.84,-22414.5,-2.24
454,ロングエントリー,2024-10-09 04:00,LongEnt,62219.2,1,62219.2,-338.5,-0.54,286.37,0.46,-520.53,-0.84,-22414.5,-2.24
455,ロング決済,2024-10-12 08:00,Close entry(s) order LongEnt,62500,1,60765.2,1660.84,2.73,2618.54,4.31,-1898.96,-3.12,-20753.66,-2.08
455,ロングエントリー,2024-10-11 00:00,LongEnt,60765.2,1,60765.2,1660.84,2.73,2618.54,4.31,-1898.96,-3.12,-20753.66,-2.08
456,ショート決済,2024-10-14 01:00,Close entry(s) order ShortEnt,62600,1,62918.8,243.49,0.39,860.55,1.37,-581.15,-0.92,-20510.17,-2.05
456,ショートエントリー,2024-10-12 20:00,ShortEnt,62918.8,1,62918.8,243.49,0.39,860.55,1.37,-581.15,-0.92,-20510.17,-2.05
457,ショート決済,2024-10-16 11:00,Close entry(s) order ShortEnt,67280.1,1,65351.1,-2008.58,-3.07,538.59,0.82,-2255.01,-3.45,-22518.75,-2.25
457,ショートエントリー,2024-10-15 23:00,ShortEnt,65351.1,1,65351.1,-2008.58,-3.07,538.59,0.82,-2255.01,-3.45,-22518.75,-2.25
458,ショート決済,2024-10-18 04:00,Close entry(s) order ShortEnt,66821,1,67347,445.5,0.66,614.89,0.91,-203.91,-0.30,-22073.25,-2.21
458,ショートエントリー,2024-10-18 01:00,ShortEnt,67347,1,67347,445.5,0.66,614.89,0.91,-203.91,-0.30,-22073.25,-2.21
459,ロング決済,2024-10-19 07:00,Close entry(s) order LongEnt,68190,1,66924.2,1184.73,1.77,2054.15,3.07,-45.35,-0.07,-20888.52,-2.09
459,ロングエントリー,2024-10-18 05:00,LongEnt,66924.2,1,66924.2,1184.73,1.77,2054.15,3.07,-45.35,-0.07,-20888.52,-2.09
460,ショート決済,2024-10-22 13:00,Close entry(s) order ShortEnt,67499.6,1,67369,-211.52,-0.31,763.08,1.13,-369.82,-0.55,-21100.04,-2.11
460,ショートエントリー,2024-10-22 08:00,ShortEnt,67369,1,67369,-211.52,-0.31,763.08,1.13,-369.82,-0.55,-21100.04,-2.11
461,ロング決済,2024-10-23 15:00,Close entry(s) order LongEnt,66904.4,1,67173.7,-349.75,-0.52,626,0.93,-595.5,-0.89,-21449.79,-2.14
461,ロングエントリー,2024-10-22 19:00,LongEnt,67173.7,1,67173.7,-349.75,-0.52,626,0.93,-595.5,-0.89,-21449.79,-2.14
462,ショート決済,2024-10-24 09:00,Close entry(s) order ShortEnt,67446.3,1,66418.4,-1108.22,-1.67,29.25,0.04,-1111.55,-1.67,-22558.01,-2.26
462,ショートエントリー,2024-10-24 06:00,ShortEnt,66418.4,1,66418.4,-1108.22,-1.67,29.25,0.04,-1111.55,-1.67,-22558.01,-2.26
463,ロング決済,2024-10-25 09:00,Close entry(s) order LongEnt,67971.7,1,66994.4,896.32,1.34,1813.3,2.71,-52.6,-0.08,-21661.69,-2.17
463,ロングエントリー,2024-10-24 19:00,LongEnt,66994.4,1,66994.4,896.32,1.34,1813.3,2.71,-52.6,-0.08,-21661.69,-2.17
464,ショート決済,2024-10-26 12:00,Close entry(s) order ShortEnt,66880.7,1,68040.8,1079.15,1.59,2430.98,3.57,-750.02,-1.10,-20582.54,-2.06
464,ショートエントリー,2024-10-25 21:00,ShortEnt,68040.8,1,68040.8,1079.15,1.59,2430.98,3.57,-750.02,-1.10,-20582.54,-2.06
465,ショート決済,2024-10-26 21:00,Close entry(s) order ShortEnt,67016.2,1,67035,-61.63,-0.09,55.28,0.08,-161.62,-0.24,-20644.17,-2.06
465,ショートエントリー,2024-10-26 18:00,ShortEnt,67035,1,67035,-61.63,-0.09,55.28,0.08,-161.62,-0.24,-20644.17,-2.06
466,ロング決済,2024-10-28 09:00,Close entry(s) order LongEnt,67835.1,1,66864.4,889.88,1.33,1395.48,2.09,-132.42,-0.20,-19754.29,-1.98
466,ロングエントリー,2024-10-27 00:00,LongEnt,66864.4,1,66864.4,889.88,1.33,1395.48,2.09,-132.42,-0.20,-19754.29,-1.98
467,ショート決済,2024-10-28 23:00,Close entry(s) order ShortEnt,68819.3,1,68788.4,-113.46,-0.16,83.63,0.12,-337.87,-0.49,-19867.75,-1.99
467,ショートエントリー,2024-10-28 22:00,ShortEnt,68788.4,1,68788.4,-113.46,-0.16,83.63,0.12,-337.87,-0.49,-19867.75,-1.99
468,ショート決済,2024-10-31 06:00,Close entry(s) order ShortEnt,72399.7,1,71010,-1475.75,-2.08,43.99,0.06,-2704.61,-3.81,-21343.5,-2.13
468,ショートエントリー,2024-10-29 16:00,ShortEnt,71010,1,71010,-1475.75,-2.08,43.99,0.06,-2704.61,-3.81,-21343.5,-2.13
469,ロング決済,2024-11-01 01:00,Close entry(s) order LongEnt,70429.2,1,72124.7,-1781.03,-2.47,12.73,0.02,-1775.67,-2.46,-23124.53,-2.31
469,ロングエントリー,2024-10-31 21:00,LongEnt,72124.7,1,72124.7,-1781.03,-2.47,12.73,0.02,-1775.67,-2.46,-23124.53,-2.31
470,ロング決済,2024-11-02 18:00,Close entry(s) order LongEnt,69558.7,1,69947.8,-472.8,-0.68,198.43,0.28,-1160.77,-1.66,-23597.34,-2.36
470,ロングエントリー,2024-11-02 01:00,LongEnt,69947.8,1,69947.8,-472.8,-0.68,198.43,0.28,-1160.77,-1.66,-23597.34,-2.36
471,ロング決済,2024-11-04 23:00,Close entry(s) order LongEnt,68386.9,1,68078.5,226.52,0.33,1376.35,2.02,-441.35,-0.65,-23370.81,-2.34
471,ロングエントリー,2024-11-04 00:00,LongEnt,68078.5,1,68078.5,226.52,0.33,1376.35,2.02,-441.35,-0.65,-23370.81,-2.34
472,ショート決済,2024-11-05 15:00,Close entry(s) order ShortEnt,68769.4,1,67871,-980.38,-1.44,0,0.00,-982.22,-1.45,-24351.2,-2.44
472,ショートエントリー,2024-11-05 11:00,ShortEnt,67871,1,67871,-980.38,-1.44,0,0.00,-982.22,-1.45,-24351.2,-2.44
473,ロング決済,2024-11-06 11:00,Close entry(s) order LongEnt,73107.3,1,69420.5,3601.28,5.18,3917.45,5.64,-607.65,-0.87,-20749.92,-2.07
473,ロングエントリー,2024-11-06 05:00,LongEnt,69420.5,1,69420.5,3601.28,5.18,3917.45,5.64,-607.65,-0.87,-20749.92,-2.07
474,ショート決済,2024-11-07 04:00,Close entry(s) order ShortEnt,75830.4,1,73436.1,-2483.86,-3.38,692.04,0.94,-2462.96,-3.35,-23233.77,-2.32
474,ショートエントリー,2024-11-06 16:00,ShortEnt,73436.1,1,73436.1,-2483.86,-3.38,692.04,0.94,-2462.96,-3.35,-23233.77,-2.32
475,ショート決済,2024-11-08 08:00,Close entry(s) order ShortEnt,75856.2,1,75647.3,-299.8,-0.40,1141.91,1.51,-1252.29,-1.65,-23533.58,-2.35
475,ショートエントリー,2024-11-07 07:00,ShortEnt,75647.3,1,75647.3,-299.8,-0.40,1141.91,1.51,-1252.29,-1.65,-23533.58,-2.35
476,ロング決済,2024-11-08 21:00,Close entry(s) order LongEnt,76086.5,1,75903.7,91.61,0.12,397.66,0.52,-248.54,-0.33,-23441.97,-2.34
476,ロングエントリー,2024-11-08 12:00,LongEnt,75903.7,1,75903.7,91.61,0.12,397.66,0.52,-248.54,-0.33,-23441.97,-2.34
477,ショート決済,2024-11-09 07:00,Close entry(s) order ShortEnt,76349.3,1,75765.9,-674.67,-0.89,97.04,0.13,-1455.36,-1.92,-24116.64,-2.41
477,ショートエントリー,2024-11-08 23:00,ShortEnt,75765.9,1,75765.9,-674.67,-0.89,97.04,0.13,-1455.36,-1.92,-24116.64,-2.41
478,ロング決済,2024-11-09 23:00,Close entry(s) order LongEnt,76345,1,76406.6,-153.25,-0.20,0,0.00,-197.44,-0.26,-24269.89,-2.43
478,ロングエントリー,2024-11-09 22:00,LongEnt,76406.6,1,76406.6,-153.25,-0.20,0,0.00,-197.44,-0.26,-24269.89,-2.43
479,ショート決済,2024-11-12 01:00,Close entry(s) order ShortEnt,84281.4,1,80784.7,-3595.74,-4.45,119.83,0.15,-4213.77,-5.21,-27865.63,-2.79
479,ショートエントリー,2024-11-11 14:00,ShortEnt,80784.7,1,80784.7,-3595.74,-4.45,119.83,0.15,-4213.77,-5.21,-27865.63,-2.79
480,ショート決済,2024-11-13 19:00,Close entry(s) order ShortEnt,87584.7,1,87775.4,85.48,0.10,2545.93,2.90,-2192.27,-2.50,-27780.15,-2.78
480,ショートエントリー,2024-11-12 18:00,ShortEnt,87775.4,1,87775.4,85.48,0.10,2545.93,2.90,-2192.27,-2.50,-27780.15,-2.78
481,ロング決済,2024-11-14 18:00,Close entry(s) order LongEnt,90948.9,1,89761.2,1079.27,1.20,1671.44,1.86,-687.56,-0.77,-26700.87,-2.67
481,ロングエントリー,2024-11-14 07:00,LongEnt,89761.2,1,89761.2,1079.27,1.20,1671.44,1.86,-687.56,-0.77,-26700.87,-2.67
482,ショート決済,2024-11-15 18:00,Close entry(s) order ShortEnt,89241.3,1,90797.7,1448.38,1.59,4013.22,4.42,-1099.58,-1.21,-25252.5,-2.53
482,ショートエントリー,2024-11-14 22:00,ShortEnt,90797.7,1,90797.7,1448.38,1.59,4013.22,4.42,-1099.58,-1.21,-25252.5,-2.53
483,ショート決済,2024-11-17 19:00,Close entry(s) order ShortEnt,91135.2,1,91171,-73.58,-0.08,1715.5,1.88,-418.7,-0.46,-25326.08,-2.53
483,ショートエントリー,2024-11-17 04:00,ShortEnt,91171,1,91171,-73.58,-0.08,1715.5,1.88,-418.7,-0.46,-25326.08,-2.53
484,ロング決済,2024-11-18 05:00,Close entry(s) order LongEnt,89700,1,90349.9,-757.93,-0.84,297.19,0.33,-866.01,-0.96,-26084.01,-2.61
484,ロングエントリー,2024-11-17 23:00,LongEnt,90349.9,1,90349.9,-757.93,-0.84,297.19,0.33,-866.01,-0.96,-26084.01,-2.61
485,ロング決済,2024-11-19 08:00,Close entry(s) order LongEnt,90507.5,1,89601.9,797.53,0.89,3044.34,3.40,-294.66,-0.33,-25286.48,-2.53
485,ロングエントリー,2024-11-18 07:00,LongEnt,89601.9,1,89601.9,797.53,0.89,3044.34,3.40,-294.66,-0.33,-25286.48,-2.53
486,ショート決済,2024-11-19 18:00,Close entry(s) order ShortEnt,91771.1,1,91695.4,-185.78,-0.20,389.88,0.42,-384.62,-0.42,-25472.26,-2.55
486,ショートエントリー,2024-11-19 16:00,ShortEnt,91695.4,1,91695.4,-185.78,-0.20,389.88,0.42,-384.62,-0.42,-25472.26,-2.55
487,ロング決済,2024-11-20 08:00,Close entry(s) order LongEnt,92340.8,1,91865.6,364.68,0.40,2058.18,2.24,-565.72,-0.62,-25107.58,-2.51
487,ロングエントリー,2024-11-19 23:00,LongEnt,91865.6,1,91865.6,364.68,0.40,2058.18,2.24,-565.72,-0.62,-25107.58,-2.51
488,ショート決済,2024-11-20 21:00,Close entry(s) order ShortEnt,93562.9,1,93129.2,-545.72,-0.59,236.32,0.25,-706.98,-0.76,-25653.29,-2.57
488,ショートエントリー,2024-11-20 18:00,ShortEnt,93129.2,1,93129.2,-545.72,-0.59,236.32,0.25,-706.98,-0.76,-25653.29,-2.57
489,ショート決済,2024-11-23 03:00,Close entry(s) order ShortEnt,99142.6,1,97324.2,-1936.28,-1.99,1629.41,1.67,-2257.19,-2.32,-27589.58,-2.76
489,ショートエントリー,2024-11-21 21:00,ShortEnt,97324.2,1,97324.2,-1936.28,-1.99,1629.41,1.67,-2257.19,-2.32,-27589.58,-2.76
490,ロング決済,2024-11-25 00:00,Close entry(s) order LongEnt,95990.9,1,97743.2,-1868.54,-1.91,22.45,0.02,-1822.35,-1.86,-29458.12,-2.95
490,ロングエントリー,2024-11-24 19:00,LongEnt,97743.2,1,97743.2,-1868.54,-1.91,22.45,0.02,-1822.35,-1.86,-29458.12,-2.95
491,ロング決済,2024-11-25 11:00,Close entry(s) order LongEnt,97414.5,1,96603.8,694.29,0.72,1769.64,1.83,-461.76,-0.48,-28763.83,-2.88
491,ロングエントリー,2024-11-25 03:00,LongEnt,96603.8,1,96603.8,694.29,0.72,1769.64,1.83,-461.76,-0.48,-28763.83,-2.88
492,ロング決済,2024-11-26 02:00,Close entry(s) order LongEnt,95291.7,1,96040.6,-863.7,-0.90,464.98,0.48,-1179.52,-1.23,-29627.53,-2.96
492,ロングエントリー,2024-11-26 00:00,LongEnt,96040.6,1,96040.6,-863.7,-0.90,464.98,0.48,-1179.52,-1.23,-29627.53,-2.96
493,ロング決済,2024-11-28 10:00,Close entry(s) order LongEnt,96330.2,1,91759.9,4457.45,4.85,5442.04,5.93,-202.96,-0.22,-25170.08,-2.52
493,ロングエントリー,2024-11-27 06:00,LongEnt,91759.9,1,91759.9,4457.45,4.85,5442.04,5.93,-202.96,-0.22,-25170.08,-2.52
494,ショート決済,2024-11-29 11:00,Close entry(s) order ShortEnt,96798.2,1,95432.3,-1481.24,-1.55,598.04,0.63,-1547.76,-1.62,-26651.32,-2.67
494,ショートエントリー,2024-11-28 23:00,ShortEnt,95432.3,1,95432.3,-1481.24,-1.55,598.04,0.63,-1547.76,-1.62,-26651.32,-2.67
495,ロング決済,2024-11-30 08:00,Close entry(s) order LongEnt,97516.2,1,96057.4,1342.66,1.40,2595.97,2.70,-181.43,-0.19,-25308.66,-2.53
495,ロングエントリー,2024-11-29 17:00,LongEnt,96057.4,1,96057.4,1342.66,1.40,2595.97,2.70,-181.43,-0.19,-25308.66,-2.53
496,ショート決済,2024-12-01 05:00,Close entry(s) order ShortEnt,97041.1,1,96843.9,-313.53,-0.32,0,0.00,-324.21,-0.33,-25622.19,-2.56
496,ショートエントリー,2024-12-01 02:00,ShortEnt,96843.9,1,96843.9,-313.53,-0.32,0,0.00,-324.21,-0.33,-25622.19,-2.56
497,ロング決済,2024-12-02 14:00,Close entry(s) order LongEnt,96445,1,96400,-70.71,-0.07,1792.16,1.86,-292.84,-0.30,-25692.9,-2.57
497,ロングエントリー,2024-12-01 12:00,LongEnt,96400,1,96400,-70.71,-0.07,1792.16,1.86,-292.84,-0.30,-25692.9,-2.57
498,ショート決済,2024-12-03 11:00,Close entry(s) order ShortEnt,96100,1,96224.8,9.41,0.01,1734.87,1.80,-456.93,-0.47,-25683.5,-2.57
498,ショートエントリー,2024-12-03 01:00,ShortEnt,96224.8,1,96224.8,9.41,0.01,1734.87,1.80,-456.93,-0.47,-25683.5,-2.57
499,ロング決済,2024-12-03 22:00,Close entry(s) order LongEnt,93792.1,1,95046.1,-1367.3,-1.44,0,0.00,-1377.43,-1.45,-27050.8,-2.71
499,ロングエントリー,2024-12-03 20:00,LongEnt,95046.1,1,95046.1,-1367.3,-1.44,0,0.00,-1377.43,-1.45,-27050.8,-2.71
500,ショート決済,2024-12-05 17:00,Close entry(s) order ShortEnt,102847.3,1,97782.8,-5184.88,-5.30,102.93,0.11,-6866.07,-7.02,-32235.68,-3.22
500,ショートエントリー,2024-12-05 06:00,ShortEnt,97782.8,1,97782.8,-5184.88,-5.30,102.93,0.11,-6866.07,-7.02,-32235.68,-3.22
501,ショート決済,2024-12-07 00:00,Close entry(s) order ShortEnt,99358.8,1,98062.1,-1415.15,-1.44,446.96,0.46,-1540.54,-1.57,-33650.83,-3.37
501,ショートエントリー,2024-12-06 18:00,ShortEnt,98062.1,1,98062.1,-1415.15,-1.44,446.96,0.46,-1540.54,-1.57,-33650.83,-3.37
502,ロング決済,2024-12-07 18:00,Close entry(s) order LongEnt,99735.3,1,99390.9,224.92,0.23,432.77,0.44,-301.43,-0.30,-33425.91,-3.34
502,ロングエントリー,2024-12-07 15:00,LongEnt,99390.9,1,99390.9,224.92,0.23,432.77,0.44,-301.43,-0.30,-33425.91,-3.34
503,ショート決済,2024-12-08 11:00,Close entry(s) order ShortEnt,100207,1,99700.2,-626.74,-0.63,112.38,0.11,-858.72,-0.86,-34052.65,-3.41
503,ショートエントリー,2024-12-08 01:00,ShortEnt,99700.2,1,99700.2,-626.74,-0.63,112.38,0.11,-858.72,-0.86,-34052.65,-3.41
504,ロング決済,2024-12-08 16:00,Close entry(s) order LongEnt,99741.5,1,99745.5,-123.69,-0.12,123.75,0.12,-105.35,-0.11,-34176.34,-3.42
504,ロングエントリー,2024-12-08 15:00,LongEnt,99745.5,1,99745.5,-123.69,-0.12,123.75,0.12,-105.35,-0.11,-34176.34,-3.42
505,ロング決済,2024-12-09 17:00,Close entry(s) order LongEnt,98972.3,1,99181.5,-328.09,-0.33,557.29,0.56,-850.51,-0.86,-34504.43,-3.45
505,ロングエントリー,2024-12-09 12:00,LongEnt,99181.5,1,99181.5,-328.09,-0.33,557.29,0.56,-850.51,-0.86,-34504.43,-3.45
506,ショート決済,2024-12-10 13:00,Close entry(s) order ShortEnt,97061.6,1,97852.9,674.35,0.69,3659.99,3.74,-642.41,-0.66,-33830.08,-3.38
506,ショートエントリー,2024-12-10 00:00,ShortEnt,97852.9,1,97852.9,674.35,0.69,3659.99,3.74,-642.41,-0.66,-33830.08,-3.38
507,ロング決済,2024-12-12 09:00,Close entry(s) order LongEnt,100747.3,1,96354.6,4274.44,4.43,5448.29,5.65,-2124.41,-2.20,-29555.64,-2.96
507,ロングエントリー,2024-12-11 01:00,LongEnt,96354.6,1,96354.6,4274.44,4.43,5448.29,5.65,-2124.41,-2.20,-29555.64,-2.96
508,ショート決済,2024-12-13 15:00,Close entry(s) order ShortEnt,99655.2,1,100999.9,1224.31,1.21,1774.3,1.76,-1599.9,-1.58,-28331.34,-2.83
508,ショートエントリー,2024-12-12 12:00,ShortEnt,100999.9,1,100999.9,1224.31,1.21,1774.3,1.76,-1599.9,-1.58,-28331.34,-2.83
509,ショート決済,2024-12-15 14:00,Close entry(s) order ShortEnt,102117.7,1,100952.1,-1287.44,-1.27,330.23,0.33,-1954.67,-1.94,-29618.78,-2.96
509,ショートエントリー,2024-12-15 02:00,ShortEnt,100952.1,1,100952.1,-1287.44,-1.27,330.23,0.33,-1954.67,-1.94,-29618.78,-2.96
510,ショート決済,2024-12-17 14:00,Close entry(s) order ShortEnt,106781.3,1,106546,-363.3,-0.34,1058.07,0.99,-485.23,-0.46,-29982.08,-3.00
510,ショートエントリー,2024-12-17 04:00,ShortEnt,106546,1,106546,-363.3,-0.34,1058.07,0.99,-485.23,-0.46,-29982.08,-3.00
511,ショート決済,2024-12-18 23:00,Close entry(s) order ShortEnt,103980.9,1,106427.8,2320.65,2.18,3296.74,3.10,-1231.66,-1.16,-27661.42,-2.77
511,ショートエントリー,2024-12-18 00:00,ShortEnt,106427.8,1,106427.8,2320.65,2.18,3296.74,3.10,-1231.66,-1.16,-27661.42,-2.77
512,ロング決済,2024-12-20 09:00,Close entry(s) order LongEnt,97210.6,1,100500,-3408.03,-3.39,2196.3,2.18,-4862.3,-4.84,-31069.45,-3.11
512,ロングエントリー,2024-12-19 11:00,LongEnt,100500,1,100500,-3408.03,-3.39,2196.3,2.18,-4862.3,-4.84,-31069.45,-3.11
513,ショート決済,2024-12-22 22:00,Close entry(s) order ShortEnt,96943.9,1,96948.3,-111.94,-0.12,86.33,0.09,-323.77,-0.33,-31181.38,-3.12
513,ショートエントリー,2024-12-22 21:00,ShortEnt,96948.3,1,96948.3,-111.94,-0.12,86.33,0.09,-323.77,-0.33,-31181.38,-3.12
514,ロング決済,2024-12-24 03:00,Close entry(s) order LongEnt,92707.2,1,95680.3,-3086.13,-3.22,757.29,0.79,-3069.81,-3.21,-34267.52,-3.43
514,ロングエントリー,2024-12-23 01:00,LongEnt,95680.3,1,95680.3,-3086.13,-3.22,757.29,0.79,-3069.81,-3.21,-34267.52,-3.43
515,ショート決済,2024-12-27 07:00,Close entry(s) order ShortEnt,95782.7,1,98474.1,2574.85,2.61,3262.02,3.31,-1526.08,-1.55,-31692.67,-3.17
515,ショートエントリー,2024-12-26 06:00,ShortEnt,98474.1,1,98474.1,2574.85,2.61,3262.02,3.31,-1526.08,-1.55,-31692.67,-3.17
516,ロング決済,2024-12-28 04:00,Close entry(s) order LongEnt,94720.2,1,94529.8,76.85,0.08,187.68,0.20,-364.32,-0.39,-31615.82,-3.16
516,ロングエントリー,2024-12-28 03:00,LongEnt,94529.8,1,94529.8,76.85,0.08,187.68,0.20,-364.32,-0.39,-31615.82,-3.16
517,ロング決済,2024-12-29 21:00,Close entry(s) order LongEnt,94860.6,1,94844.5,-97.72,-0.10,799.09,0.84,-230.11,-0.24,-31713.54,-3.17
517,ロングエントリー,2024-12-29 01:00,LongEnt,94844.5,1,94844.5,-97.72,-0.10,799.09,0.84,-230.11,-0.24,-31713.54,-3.17
